uri,der,der_overlap_system,jer,count_ref,count_hyp,count_error,missed_detection,false_alarm,confusion,der_overlap_assigned,region_t_and_d,region_t_minus_d,region_d_minus_t
EN2002a,0.21903151751202818,0.33192065172216423,0.26591613204833703,4,4,0,338.72671874999077,72.20637499999327,143.2735937500012,0.23836728820654415,353.2392187500048,166.34078124999513,44.470781249996314
EN2002b,0.2073576525387941,0.312299285147172,0.2615359208757183,4,4,0,219.9568124999954,61.91634374999658,121.114000000002,0.2268110677654501,280.45396875000273,109.40603124999578,27.869156249997403
EN2002c,0.17537818066538133,0.30369172107919046,0.1992876548193285,3,3,0,442.7779374999994,37.66606249999154,105.95750000000382,0.1661603252499834,389.22468750000644,241.23531249999354,18.812812499991907
EN2002d,0.23172131515121344,0.3378841336293944,0.2770512055622569,4,4,0,384.72309374998656,84.52934374999195,150.80831250000165,0.24557707956611993,405.74756250000706,173.26243749999222,52.52681249999615
ES2004a,0.1875691714585798,0.37047576417955597,0.22735170619442097,4,5,1,114.75921874999813,29.59484374999886,28.852937499999417,0.21588234192196915,60.46568750000134,63.85431249999875,12.75493749999956
ES2004b,0.1260528621168294,0.3339845231042534,0.142777338127761,4,5,1,140.70212499999073,78.38462499999216,62.395593750003016,0.1895475239452064,120.39278125000976,82.76721874999198,21.205343749991272
ES2004c,0.12347589297250254,0.2859590440057264,0.13630285663623365,4,5,1,117.88565624999197,105.74190624999733,53.510375000003464,0.16824012417997167,141.7695937500019,73.24040624999658,30.406031249997767
ES2004d,0.1867272561130549,0.3214452653799751,0.24347443415160397,4,4,0,172.50896874999881,98.91306199999497,103.29662500000157,0.20856506254193954,169.97931250000258,89.33068749999892,35.794437499996626
IS1009a,0.1964774033625511,0.36251227755951226,0.3329179851865494,4,4,0,59.61518749999956,38.681437499999554,38.43200000000023,0.24521866072546672,49.586625000000176,32.513374999999996,17.356499999999507
IS1009b,0.15191025015506945,0.40944571790870093,0.15959493024796342,4,5,1,139.50428125000093,56.912406249998725,104.81678124999848,0.32096741965268466,108.9295312500002,70.52046874999965,27.437343749997837
IS1009c,0.1005046309444934,0.33415341272378213,0.11791543426389979,4,4,0,74.03281250000245,53.557812500003216,31.653937499996772,0.18904439611975718,46.91737499999903,28.02262500000029,17.96700000000147
IS1009d,0.16454413752444288,0.3806533624157245,0.25456560955900864,4,4,0,130.0858749999967,76.06649999999772,79.92406250000198,0.29221694533884357,102.39234375000179,59.84765624999862,26.49890624999873
TS3003a,0.1714391294431317,0.4409414813215283,0.3922167829943865,4,4,0,117.75784374999496,28.72759374999635,29.404937500001772,0.28601372601189406,17.026375000000886,27.72962499999889,4.573624999999378
TS3003b,0.11968444452072541,0.3822926709731136,0.1383517564371139,4,4,0,83.8980937499886,98.95934374999044,35.02809375000166,0.22773129192310143,36.95018750000395,37.40981249999837,9.118562499996528
TS3003c,0.1334047446218733,0.3376608455882149,0.13504402960473533,4,4,0,142.67509374999347,80.18946874998929,29.837375000000716,0.10932325124050155,40.8355937500032,48.924406249997546,12.421906249996312
TS3003d,0.2107449742554208,0.3512578062955669,0.2599645512115942,4,4,0,245.43974999998605,97.02724999998117,93.84675000000126,0.19424644394412466,109.20603125000432,89.53396874999663,23.735218749994814
