uri,der,der_overlap_system,jer,count_ref,count_hyp,count_error,missed_detection,false_alarm,confusion,der_overlap_assigned,region_t_and_d,region_t_minus_d,region_d_minus_t
EN2002a,0.21904206484708674,0.3319246021438315,0.265918546313414,4,4,0,338.7329999999914,72.24237499999694,143.25799999999606,0.23836416891669626,353.23400000000254,166.3459999999971,44.48199999999903
EN2002b,0.207362717655291,0.312302824383807,0.2615357766746451,4,4,0,219.96299999999732,61.931000000001035,121.10299999999853,0.22680058661789965,280.45300000000094,109.40699999999754,27.877000000002464
EN2002c,0.17538281633189767,0.30369274816129077,0.19928187592352678,3,3,0,442.7819999999838,37.710000000000136,105.92499999999504,0.16615280311223465,389.2320000000053,241.2279999999947,18.826000000000654
EN2002d,0.23172514565247154,0.3378871731459406,0.2770448412979695,4,4,0,384.7269999999903,84.56599999999877,150.7779999999944,0.24556094198155196,405.7390000000008,173.27099999999848,52.53799999999947
ES2004a,0.18757675189239917,0.370469644022884,0.2273590054580715,4,5,1,114.75599999999888,29.60699999999987,28.850999999998567,0.21587477426892918,60.46800000000043,63.85199999999965,12.761000000000191
ES2004b,0.12605405163341413,0.33397156398103256,0.14277416698521242,4,5,1,140.69599999999468,78.3989999999985,62.390000000000654,0.18954186413901444,120.39900000000446,82.76099999999705,21.21299999999752
ES2004c,0.12348349498990535,0.28598128749216395,0.13630419291560977,4,5,1,117.88899999999782,105.7649999999974,53.5009999999961,0.1682369225214081,141.759999999998,73.25000000000048,30.417000000001153
ES2004d,0.1867412244552199,0.3214625141645674,0.24347974815174003,4,4,0,172.51500000000217,98.94268700000094,103.28899999999646,0.2085871668735864,169.9829999999993,89.3270000000022,35.80000000000158
IS1009a,0.19649231211380902,0.3625259995377886,0.33291287915816525,4,4,0,59.6249999999994,38.689999999999856,38.423999999999914,0.24519927025146357,49.58200000000021,32.517999999999965,17.359000000000236
IS1009b,0.15191858676631295,0.4094524645597591,0.1595912887250356,4,5,1,139.51099999999843,56.936999999997695,104.80199999999827,0.32097377494514473,108.92500000000112,70.52499999999873,27.45300000000006
IS1009c,0.10051058727002947,0.3341687979539599,0.11792106387114652,4,4,0,74.04099999999792,53.561000000001016,31.65199999999882,0.18907537627692414,46.91999999999969,28.019999999999634,17.971000000001894
IS1009d,0.16456516737604815,0.38067531584612563,0.25458265906807953,4,4,0,130.0959999999968,76.1020000000009,79.91499999999826,0.2922314945553586,102.3880000000006,59.851999999999585,26.520000000001186
TS3003a,0.1714485108639265,0.44097387173396124,0.3922367497433612,4,4,0,117.76099999999812,28.73899999999872,29.39999999999977,0.28605736429878,17.025000000000816,27.73099999999896,4.585999999999736
TS3003b,0.11968964570172888,0.38229206838925855,0.1383533464496913,4,4,0,83.90499999999946,98.97299999999856,35.016999999999,0.22779661016949135,36.95399999999961,37.406000000002706,9.130000000000123
TS3003c,0.1334121684043784,0.33763718173835294,0.1350508410721965,4,4,0,142.6809999999963,80.20099999999857,29.833999999998078,0.10934475416181821,40.84000000000123,48.91999999999952,12.429999999998895
TS3003d,0.21075572128248982,0.35126224339999357,0.25997144359234403,4,4,0,245.43399999999707,97.06999999999431,93.83199999999673,0.1942807566100184,109.21499999999969,89.52500000000126,23.762999999999394
